audio_id,start_time,end_time,speaker
fbjP8vFSdO,663.95,665.32,B
fbjP8vFSdO,678.6,681.72,D
fbjP8vFSdO,713.48,716.8,D
fbjP8vFSdO,716.06,717.85,B
fbjP8vFSdO,717.63,720.34,D
fbjP8vFSdO,719.83,723.75,B
fbjP8vFSdO,723.76,724.41,D
fbjP8vFSdO,785.28,786.36,A
fbjP8vFSdO,788.28,793.25,D
fbjP8vFSdO,794.45,800.28,A
fbjP8vFSdO,796.1,797.61,D
fbjP8vFSdO,799.9,801.87,C
fbjP8vFSdO,801.34,802.89,D
fbjP8vFSdO,801.79,803.15,A
fbjP8vFSdO,805.09,810.54,A
fbjP8vFSdO,807.92,812.27,D
fbjP8vFSdO,813.54,817.02,D
fbjP8vFSdO,817.15,818.07,C
fbjP8vFSdO,817.39,817.51,B
fbjP8vFSdO,818.66,819.08,B
fbjP8vFSdO,818.71,822.96,D
fbjP8vFSdO,823.44,823.82,B
fbjP8vFSdO,824.25,824.98,A
fbjP8vFSdO,825.85,833.08,D
fbjP8vFSdO,833.39,835.03,A
fbjP8vFSdO,834.92,836.12,B
fbjP8vFSdO,836.16,837.99,A
fbjP8vFSdO,837.06,837.4,D
fbjP8vFSdO,837.42,838.79,B
fbjP8vFSdO,841.0,844.66,D
fbjP8vFSdO,845.04,845.93,B
fbjP8vFSdO,846.13,846.29,C
fbjP8vFSdO,847.37,853.39,D
fbjP8vFSdO,854.29,855.69,C
fbjP8vFSdO,856.91,857.44,B
fbjP8vFSdO,857.54,863.95,A
fbjP8vFSdO,859.29,861.83,D
fbjP8vFSdO,859.99,861.3,C
fbjP8vFSdO,863.41,867.03,D
fbjP8vFSdO,868.18,870.72,C
fbjP8vFSdO,872.26,872.53,B
fbjP8vFSdO,872.39,872.64,A
fbjP8vFSdO,872.59,873.46,D
fbjP8vFSdO,873.03,875.15,C
fbjP8vFSdO,875.58,876.16,D
fbjP8vFSdO,875.74,883.14,A
fbjP8vFSdO,875.94,878.02,B
fbjP8vFSdO,879.99,880.96,D
fbjP8vFSdO,881.11,881.3,B
fbjP8vFSdO,882.84,888.14,B
fbjP8vFSdO,883.44,888.96,D
fbjP8vFSdO,888.92,890.86,A
fbjP8vFSdO,889.13,892.21,B
fbjP8vFSdO,892.05,892.6,A
fbjP8vFSdO,894.17,896.73,D
fbjP8vFSdO,896.6,904.53,C
fbjP8vFSdO,898.09,904.74,D
fbjP8vFSdO,898.66,904.92,B
fbjP8vFSdO,900.44,904.61,A
fbjP8vFSdO,923.7,924.09,B
fbjP8vFSdO,924.63,925.82,D
fbjP8vFSdO,925.51,925.88,A
fbjP8vFSdO,927.15,930.9,D
fbjP8vFSdO,931.1,931.8,C
fbjP8vFSdO,933.15,934.08,B
fbjP8vFSdO,935.16,935.78,A
fbjP8vFSdO,937.29,938.87,D
fbjP8vFSdO,941.1,942.25,C
fbjP8vFSdO,942.31,943.01,B
fbjP8vFSdO,942.86,943.68,A
fbjP8vFSdO,944.66,948.19,D
fbjP8vFSdO,949.47,949.78,C
fbjP8vFSdO,950.64,951.39,A
fbjP8vFSdO,951.17,951.8,B
fbjP8vFSdO,953.17,955.68,D
fbjP8vFSdO,956.95,957.85,C
fbjP8vFSdO,957.07,957.65,A
fbjP8vFSdO,958.92,959.84,B
fbjP8vFSdO,961.29,965.73,A
fbjP8vFSdO,966.73,969.01,B
fbjP8vFSdO,967.18,970.89,D
fbjP8vFSdO,968.21,971.92,A
fbjP8vFSdO,971.57,973.13,B
fbjP8vFSdO,972.41,977.18,D
fbjP8vFSdO,977.99,978.33,A
fbjP8vFSdO,979.38,980.43,B
fbjP8vFSdO,981.58,982.95,B
fbjP8vFSdO,982.82,983.46,C
fbjP8vFSdO,984.62,986.11,B
fbjP8vFSdO,984.8,985.33,D
fbjP8vFSdO,986.42,989.71,D
fbjP8vFSdO,988.53,989.46,A
fbjP8vFSdO,989.24,991.33,C
fbjP8vFSdO,992.87,995.02,B
fbjP8vFSdO,995.47,996.33,A
fbjP8vFSdO,995.64,999.9,D
fbjP8vFSdO,1001.06,1001.93,B
fbjP8vFSdO,1001.72,1002.27,A
fbjP8vFSdO,1003.45,1005.2,C
fbjP8vFSdO,1006.45,1007.73,D
fbjP8vFSdO,1008.31,1008.89,C
fbjP8vFSdO,1008.89,1009.19,B
fbjP8vFSdO,1010.08,1010.89,A
fbjP8vFSdO,1013.4,1014.52,D
fbjP8vFSdO,1015.0,1015.83,C
fbjP8vFSdO,1015.63,1015.91,B
fbjP8vFSdO,1016.55,1017.65,A
fbjP8vFSdO,1019.35,1021.79,D
fbjP8vFSdO,1022.08,1022.65,C
fbjP8vFSdO,1023.1,1023.63,B
fbjP8vFSdO,1023.81,1024.41,A
fbjP8vFSdO,1025.89,1028.37,D
fbjP8vFSdO,1029.19,1029.68,B
fbjP8vFSdO,1029.51,1030.17,D
fbjP8vFSdO,1030.78,1031.19,C
fbjP8vFSdO,1031.35,1032.01,A
fbjP8vFSdO,1033.76,1044.61,D
fbjP8vFSdO,1040.8,1041.55,A
fbjP8vFSdO,1043.9,1058.55,A
fbjP8vFSdO,1045.82,1047.11,D
fbjP8vFSdO,1058.69,1062.37,D
fbjP8vFSdO,1062.94,1063.23,B
fbjP8vFSdO,1063.6,1067.9,D
fbjP8vFSdO,1066.84,1069.04,A
fbjP8vFSdO,1069.96,1071.15,D
fbjP8vFSdO,1073.52,1082.56,D
fbjP8vFSdO,1077.51,1077.79,A
fbjP8vFSdO,1083.28,1083.83,A
fbjP8vFSdO,1083.51,1085.92,C
fbjP8vFSdO,1086.34,1087.05,A
fbjP8vFSdO,1087.01,1091.51,D
fbjP8vFSdO,1092.94,1094.06,A
fbjP8vFSdO,1094.29,1097.01,D
fbjP8vFSdO,1095.2,1096.05,C
fbjP8vFSdO,1097.26,1099.89,A
fbjP8vFSdO,1101.22,1106.55,A
fbjP8vFSdO,1105.35,1107.34,B
fbjP8vFSdO,1107.22,1108.14,A
fbjP8vFSdO,1107.6,1113.49,C
fbjP8vFSdO,1114.09,1119.4,B
fbjP8vFSdO,1118.01,1118.54,A
fbjP8vFSdO,1119.95,1141.92,A
fbjP8vFSdO,1124.58,1127.31,C
fbjP8vFSdO,1125.64,1126.07,B
fbjP8vFSdO,1132.2,1132.9,C
fbjP8vFSdO,1138.61,1144.03,C
fbjP8vFSdO,1144.04,1147.64,B
fbjP8vFSdO,1150.45,1153.36,C
fbjP8vFSdO,1150.74,1150.86,B
fbjP8vFSdO,1152.24,1152.96,A
fbjP8vFSdO,1155.82,1159.38,A
fbjP8vFSdO,1159.02,1166.35,C
fbjP8vFSdO,1161.91,1162.2,A
fbjP8vFSdO,1164.78,1165.28,A
fbjP8vFSdO,1167.51,1172.78,C
fbjP8vFSdO,1171.73,1175.52,A
fbjP8vFSdO,1173.34,1175.44,D
fbjP8vFSdO,1175.45,1176.58,C
fbjP8vFSdO,1178.01,1180.15,D
fbjP8vFSdO,1180.61,1181.28,C
fbjP8vFSdO,1182.85,1188.02,B
fbjP8vFSdO,1185.87,1189.71,C
fbjP8vFSdO,1188.65,1192.75,D
fbjP8vFSdO,1191.3,1191.72,A
fbjP8vFSdO,1193.13,1193.85,C
fbjP8vFSdO,1193.45,1206.71,A
fbjP8vFSdO,1208.34,1209.99,C
fbjP8vFSdO,1209.33,1213.35,A
fbjP8vFSdO,1210.26,1213.38,B
fbjP8vFSdO,1212.92,1214.25,C
fbjP8vFSdO,1214.45,1215.62,D
fbjP8vFSdO,1215.94,1221.85,A
fbjP8vFSdO,1220.26,1220.93,C
fbjP8vFSdO,1222.32,1223.52,C
fbjP8vFSdO,1223.38,1236.53,A
fbjP8vFSdO,1223.5,1226.05,D
fbjP8vFSdO,1235.88,1240.3,C
fbjP8vFSdO,1239.65,1240.84,A
fbjP8vFSdO,1240.33,1240.74,D
fbjP8vFSdO,1241.32,1244.46,C
fbjP8vFSdO,1246.52,1254.69,C
fbjP8vFSdO,1252.1,1252.72,A
fbjP8vFSdO,1255.01,1255.42,A
fbjP8vFSdO,1256.35,1258.38,C
fbjP8vFSdO,1257.58,1264.09,A
fbjP8vFSdO,1261.58,1263.31,C
fbjP8vFSdO,1261.89,1262.61,D
fbjP8vFSdO,1266.13,1266.64,A
fbjP8vFSdO,1267.62,1269.03,C
fbjP8vFSdO,1268.69,1274.04,A
fbjP8vFSdO,1273.24,1280.81,B
fbjP8vFSdO,1275.55,1278.27,A
fbjP8vFSdO,1275.82,1276.49,C
fbjP8vFSdO,1276.01,1276.51,D
fbjP8vFSdO,1277.25,1277.68,C
fbjP8vFSdO,1279.58,1280.69,A
fbjP8vFSdO,1281.48,1284.5,A
fbjP8vFSdO,1283.66,1290.9,C
fbjP8vFSdO,1290.43,1292.33,A
fbjP8vFSdO,1293.73,1300.91,A
fbjP8vFSdO,1296.77,1297.5,C
fbjP8vFSdO,1297.59,1297.83,B
fbjP8vFSdO,1297.73,1298.25,D
fbjP8vFSdO,1302.17,1302.47,C
fbjP8vFSdO,1303.99,1310.47,A
fbjP8vFSdO,1308.88,1310.35,C
fbjP8vFSdO,1311.34,1311.78,C
fbjP8vFSdO,1312.36,1316.47,A
fbjP8vFSdO,1317.53,1318.17,D
fbjP8vFSdO,1322.2,1324.54,C
fbjP8vFSdO,1327.86,1333.38,D
fbjP8vFSdO,1336.81,1344.25,D
fbjP8vFSdO,1343.39,1346.45,A
fbjP8vFSdO,1344.06,1345.71,B
fbjP8vFSdO,1346.95,1349.78,B
fbjP8vFSdO,1346.99,1347.43,D
fbjP8vFSdO,1349.18,1356.66,A
fbjP8vFSdO,1354.71,1359.89,B
fbjP8vFSdO,1357.79,1359.92,A
fbjP8vFSdO,1361.06,1361.39,A
fbjP8vFSdO,1361.59,1366.43,B
fbjP8vFSdO,1366.64,1367.12,A
fbjP8vFSdO,1367.01,1369.05,D
fbjP8vFSdO,1371.03,1371.16,A
fbjP8vFSdO,1371.36,1374.78,D
fbjP8vFSdO,1377.03,1378.36,C
fbjP8vFSdO,1380.46,1383.46,C
fbjP8vFSdO,1383.76,1384.73,D
fbjP8vFSdO,1383.96,1389.03,B
fbjP8vFSdO,1386.21,1386.75,A
fbjP8vFSdO,1389.66,1396.3,C
fbjP8vFSdO,1397.71,1398.57,C
fbjP8vFSdO,1403.12,1403.9,C
fbjP8vFSdO,1405.47,1406.37,C
fbjP8vFSdO,1407.81,1414.99,C
fbjP8vFSdO,1414.66,1418.59,B
fbjP8vFSdO,1417.59,1420.63,C
fbjP8vFSdO,1418.84,1419.25,A
fbjP8vFSdO,1420.71,1424.24,A
fbjP8vFSdO,1422.47,1423.43,C
fbjP8vFSdO,1425.27,1426.23,C
fbjP8vFSdO,1426.41,1429.61,B
fbjP8vFSdO,1429.62,1430.27,A
fbjP8vFSdO,1431.57,1437.35,A
fbjP8vFSdO,1438.24,1438.46,C
fbjP8vFSdO,1440.53,1440.88,A
fbjP8vFSdO,1448.48,1449.37,A
fbjP8vFSdO,1454.06,1467.96,A
fbjP8vFSdO,1467.83,1469.13,D
fbjP8vFSdO,1472.91,1473.18,D
fbjP8vFSdO,1473.25,1486.52,A
fbjP8vFSdO,1484.5,1485.4,D
fbjP8vFSdO,1488.17,1492.08,A
fbjP8vFSdO,1492.5,1493.37,B
fbjP8vFSdO,1493.4,1493.96,A
fbjP8vFSdO,1495.64,1496.24,C
fbjP8vFSdO,1497.18,1497.42,D
fbjP8vFSdO,1497.38,1501.65,A
fbjP8vFSdO,1500.17,1501.64,B
fbjP8vFSdO,1501.58,1514.5,C
fbjP8vFSdO,1515.2,1518.61,A
fbjP8vFSdO,1518.72,1523.64,B
fbjP8vFSdO,1525.87,1534.25,A
fbjP8vFSdO,1529.66,1532.58,B
fbjP8vFSdO,1534.49,1536.39,C
fbjP8vFSdO,1535.61,1542.32,A
fbjP8vFSdO,1541.47,1545.1,D
fbjP8vFSdO,1544.24,1544.57,A
fbjP8vFSdO,1544.53,1552.47,C
fbjP8vFSdO,1548.68,1551.11,A
fbjP8vFSdO,1552.54,1562.94,A
fbjP8vFSdO,1554.22,1555.15,C
fbjP8vFSdO,1564.59,1568.05,A
fbjP8vFSdO,1567.3,1580.32,B
fbjP8vFSdO,1571.39,1573.6,A
fbjP8vFSdO,1580.39,1580.73,A
fbjP8vFSdO,1581.09,1581.26,C
fbjP8vFSdO,1581.68,1584.35,D
fbjP8vFSdO,1583.38,1593.28,B
fbjP8vFSdO,1595.32,1596.65,B
fbjP8vFSdO,1597.62,1629.16,C
fbjP8vFSdO,1611.67,1611.88,A
fbjP8vFSdO,1619.89,1620.21,A
fbjP8vFSdO,1624.55,1624.97,A
fbjP8vFSdO,1628.38,1630.16,B
fbjP8vFSdO,1630.29,1631.71,C
fbjP8vFSdO,1631.94,1637.38,A
fbjP8vFSdO,1636.56,1637.96,C
fbjP8vFSdO,1637.26,1642.83,B
fbjP8vFSdO,1638.34,1638.51,A
fbjP8vFSdO,1638.55,1640.62,D
fbjP8vFSdO,1640.05,1642.13,A
fbjP8vFSdO,1642.91,1649.64,D
fbjP8vFSdO,1647.64,1648.16,C
fbjP8vFSdO,1647.75,1666.33,A
fbjP8vFSdO,1649.53,1650.65,C
fbjP8vFSdO,1649.85,1651.38,B
fbjP8vFSdO,1655.62,1655.92,B
fbjP8vFSdO,1665.93,1673.51,B
fbjP8vFSdO,1670.41,1671.13,A
fbjP8vFSdO,1672.7,1677.5,D
fbjP8vFSdO,1672.86,1673.24,A
fbjP8vFSdO,1677.98,1679.45,A
fbjP8vFSdO,1678.6,1684.7,D
fbjP8vFSdO,1683.97,1685.69,C
fbjP8vFSdO,1684.4,1684.67,A
fbjP8vFSdO,1684.81,1692.13,B
fbjP8vFSdO,1690.53,1691.44,D
fbjP8vFSdO,1692.27,1693.37,A
fbjP8vFSdO,1693.21,1694.45,B
fbjP8vFSdO,1694.52,1695.44,A
fbjP8vFSdO,1694.7,1709.63,C
fbjP8vFSdO,1706.39,1706.64,A
fbjP8vFSdO,1710.29,1722.71,A
fbjP8vFSdO,1720.13,1721.11,D
fbjP8vFSdO,1720.51,1721.34,C
fbjP8vFSdO,1721.5,1723.39,B
fbjP8vFSdO,1723.73,1731.52,D
fbjP8vFSdO,1730.89,1733.46,A
fbjP8vFSdO,1734.32,1742.61,D
fbjP8vFSdO,1734.46,1735.16,A
fbjP8vFSdO,1737.51,1738.86,A
fbjP8vFSdO,1744.42,1745.08,D
fbjP8vFSdO,1744.52,1747.58,A
fbjP8vFSdO,1746.54,1750.11,B
fbjP8vFSdO,1748.3,1748.46,A
fbjP8vFSdO,1748.42,1748.85,C
fbjP8vFSdO,1750.05,1755.28,A
fbjP8vFSdO,1750.09,1750.64,D
fbjP8vFSdO,1755.51,1759.97,C
fbjP8vFSdO,1760.06,1766.59,B
fbjP8vFSdO,1766.66,1767.12,A
fbjP8vFSdO,1768.91,1770.16,B
fbjP8vFSdO,1773.43,1779.92,A
fbjP8vFSdO,1778.19,1780.3,D
fbjP8vFSdO,1781.52,1782.31,D
fbjP8vFSdO,1784.71,1787.88,C
fbjP8vFSdO,1788.81,1789.28,C
fbjP8vFSdO,1791.2,1799.3,C
fbjP8vFSdO,1791.35,1791.87,D
fbjP8vFSdO,1796.81,1797.99,B
fbjP8vFSdO,1799.81,1801.78,B
fbjP8vFSdO,1801.7,1803.74,C
fbjP8vFSdO,1802.84,1807.54,B
fbjP8vFSdO,1806.82,1807.26,A
fbjP8vFSdO,1807.18,1809.61,C
fbjP8vFSdO,1810.94,1821.4,C
fbjP8vFSdO,1819.4,1819.87,A
fbjP8vFSdO,1819.88,1848.63,B
fbjP8vFSdO,1836.07,1836.41,A
fbjP8vFSdO,1838.42,1838.64,C
fbjP8vFSdO,1842.85,1843.16,A
fbjP8vFSdO,1847.99,1851.26,A
fbjP8vFSdO,1849.51,1859.5,B
fbjP8vFSdO,1854.36,1854.85,A
fbjP8vFSdO,1859.64,1860.02,A
fbjP8vFSdO,1860.94,1862.54,C
fbjP8vFSdO,1864.83,1872.89,C
fbjP8vFSdO,1873.99,1875.51,C
fbjP8vFSdO,1877.39,1879.78,C
fbjP8vFSdO,1882.35,1883.66,C
fbjP8vFSdO,1888.68,1896.07,A
fbjP8vFSdO,1895.04,1902.99,D
fbjP8vFSdO,1902.13,1913.85,A
fbjP8vFSdO,1915.07,1929.67,A
fbjP8vFSdO,1927.1,1927.71,C
fbjP8vFSdO,1932.02,1932.57,A
fbjP8vFSdO,1933.13,1935.03,D
fbjP8vFSdO,1936.22,1939.86,A
fbjP8vFSdO,1939.85,1943.48,D
fbjP8vFSdO,1943.25,1944.9,C
fbjP8vFSdO,1944.42,1945.3,A
fbjP8vFSdO,1944.9,1945.62,D
fbjP8vFSdO,1946.98,1952.0,B
fbjP8vFSdO,1949.38,1950.75,A
fbjP8vFSdO,1952.42,1955.32,C
fbjP8vFSdO,1955.87,1960.38,B
fbjP8vFSdO,1964.19,1968.61,A
fbjP8vFSdO,1968.39,1969.02,B
fbjP8vFSdO,1969.87,1971.51,A
fbjP8vFSdO,1970.52,1973.05,D
fbjP8vFSdO,1973.92,1974.41,D
fbjP8vFSdO,1974.66,1977.02,A
jWVKVLMFgq,22.78,23.58,D
jWVKVLMFgq,27.56,31.93,A
jWVKVLMFgq,47.43,50.73,A
jWVKVLMFgq,54.1,56.64,A
jWVKVLMFgq,61.99,62.13,A
jWVKVLMFgq,79.35,81.61,A
jWVKVLMFgq,88.5,89.04,A
jWVKVLMFgq,99.0,99.93,A
jWVKVLMFgq,104.45,105.56,A
jWVKVLMFgq,107.09,119.38,A
jWVKVLMFgq,120.98,137.08,A
jWVKVLMFgq,139.05,174.89,A
jWVKVLMFgq,176.55,190.73,A
jWVKVLMFgq,188.01,191.37,B
jWVKVLMFgq,191.76,199.59,A
jWVKVLMFgq,208.55,223.12,B
jWVKVLMFgq,217.81,221.76,A
jWVKVLMFgq,231.22,232.44,C
jWVKVLMFgq,232.66,233.15,D
jWVKVLMFgq,233.77,236.87,B
jWVKVLMFgq,237.27,238.2,A
jWVKVLMFgq,242.26,251.72,B
jWVKVLMFgq,247.91,248.12,A
jWVKVLMFgq,252.04,252.41,A
jWVKVLMFgq,253.07,254.71,B
jWVKVLMFgq,254.6,257.13,A
jWVKVLMFgq,255.75,265.62,B
jWVKVLMFgq,263.62,263.93,A
jWVKVLMFgq,268.49,269.32,B
jWVKVLMFgq,268.53,268.94,A
jWVKVLMFgq,272.72,278.14,A
jWVKVLMFgq,285.46,287.66,A
jWVKVLMFgq,287.65,292.13,B
jWVKVLMFgq,292.81,294.93,A
jWVKVLMFgq,299.25,300.19,B
jWVKVLMFgq,299.74,300.37,A
jWVKVLMFgq,300.84,302.0,C
jWVKVLMFgq,302.16,303.29,B
jWVKVLMFgq,306.73,308.2,B
jWVKVLMFgq,307.46,307.66,A
jWVKVLMFgq,315.59,316.45,C
jWVKVLMFgq,317.16,318.7,A
jWVKVLMFgq,317.84,318.16,B
jWVKVLMFgq,318.4,319.23,C
jWVKVLMFgq,320.23,321.36,A
jWVKVLMFgq,320.63,328.42,B
jWVKVLMFgq,322.57,324.77,C
jWVKVLMFgq,326.21,328.2,C
jWVKVLMFgq,330.7,333.77,A
jWVKVLMFgq,331.6,332.69,C
jWVKVLMFgq,334.18,338.57,C
jWVKVLMFgq,340.16,349.04,C
jWVKVLMFgq,341.97,344.43,A
jWVKVLMFgq,353.16,353.64,D
jWVKVLMFgq,379.44,380.41,A
jWVKVLMFgq,381.89,382.51,C
jWVKVLMFgq,382.23,387.23,B
jWVKVLMFgq,387.48,401.91,D
jWVKVLMFgq,390.34,391.83,A
jWVKVLMFgq,392.85,394.2,A
jWVKVLMFgq,401.76,401.91,A
jWVKVLMFgq,403.09,407.14,A
jWVKVLMFgq,403.17,404.57,D
jWVKVLMFgq,411.27,412.94,A
jWVKVLMFgq,414.72,417.6,A
jWVKVLMFgq,419.5,429.99,A
jWVKVLMFgq,431.28,444.46,A
jWVKVLMFgq,451.09,451.84,A
jWVKVLMFgq,454.08,501.13,A
jWVKVLMFgq,503.48,518.48,A
jWVKVLMFgq,519.31,523.03,D
jWVKVLMFgq,524.16,526.99,D
jWVKVLMFgq,527.76,528.67,A
jWVKVLMFgq,528.37,530.95,D
jWVKVLMFgq,531.82,536.62,D
jWVKVLMFgq,532.95,533.46,A
jWVKVLMFgq,538.24,540.73,D
jWVKVLMFgq,541.06,556.15,A
jWVKVLMFgq,551.08,551.92,D
jWVKVLMFgq,554.67,555.07,D
jWVKVLMFgq,556.78,558.48,D
jWVKVLMFgq,560.0,561.92,A
jWVKVLMFgq,561.88,563.28,D
jWVKVLMFgq,563.77,564.94,A
jWVKVLMFgq,566.89,567.32,A
jWVKVLMFgq,567.76,568.01,D
jWVKVLMFgq,569.8,578.16,A
jWVKVLMFgq,572.48,573.19,D
jWVKVLMFgq,578.69,579.07,D
jWVKVLMFgq,580.77,582.8,A
jWVKVLMFgq,584.12,584.29,D
jWVKVLMFgq,584.4,585.57,A
jWVKVLMFgq,586.79,587.43,D
jWVKVLMFgq,587.38,591.71,A
jWVKVLMFgq,592.1,592.24,D
jWVKVLMFgq,593.71,594.21,A
jWVKVLMFgq,596.41,597.49,A
jWVKVLMFgq,603.0,612.32,A
jWVKVLMFgq,610.71,617.34,B
jWVKVLMFgq,610.73,611.09,D
jWVKVLMFgq,616.04,616.59,A
jWVKVLMFgq,618.34,632.56,A
jWVKVLMFgq,631.14,647.32,C
jWVKVLMFgq,639.93,640.35,D
jWVKVLMFgq,642.64,643.05,D
jWVKVLMFgq,643.16,644.81,A
jWVKVLMFgq,647.76,648.3,A
jWVKVLMFgq,649.92,658.05,A
jWVKVLMFgq,660.61,662.18,A
jWVKVLMFgq,663.13,664.56,D
jWVKVLMFgq,665.56,666.35,D
jWVKVLMFgq,668.63,671.28,C
jWVKVLMFgq,670.68,685.24,D
jWVKVLMFgq,671.79,676.09,B
jWVKVLMFgq,685.64,692.61,C
jWVKVLMFgq,694.41,698.09,C
jWVKVLMFgq,700.31,700.61,D
jWVKVLMFgq,701.01,707.12,C
jWVKVLMFgq,706.45,728.52,D
jWVKVLMFgq,708.92,709.27,A
jWVKVLMFgq,727.16,727.58,C
jWVKVLMFgq,729.36,729.69,A
jWVKVLMFgq,731.14,735.72,D
jWVKVLMFgq,731.49,731.89,A
jWVKVLMFgq,743.47,744.65,C
jWVKVLMFgq,745.77,752.86,A
jWVKVLMFgq,747.19,747.99,C
jWVKVLMFgq,754.98,803.58,A
jWVKVLMFgq,756.77,757.04,B
jWVKVLMFgq,758.95,759.29,B
jWVKVLMFgq,803.93,804.14,C
jWVKVLMFgq,804.27,804.93,B
jWVKVLMFgq,805.44,822.32,A
jWVKVLMFgq,819.14,819.41,D
jWVKVLMFgq,819.77,819.92,B
B9gHZVP118,3.94,6.17,A
B9gHZVP118,12.07,14.09,A
B9gHZVP118,19.48,38.92,A
B9gHZVP118,39.84,77.01,A
B9gHZVP118,78.12,80.4,A
B9gHZVP118,78.66,79.09,C
B9gHZVP118,78.96,79.38,B
B9gHZVP118,81.32,81.66,D
B9gHZVP118,81.89,106.54,A
B9gHZVP118,107.84,151.55,A
B9gHZVP118,153.34,161.53,A
B9gHZVP118,163.68,163.95,A
B9gHZVP118,165.42,171.92,B
B9gHZVP118,166.45,167.26,A
B9gHZVP118,171.67,172.03,D
B9gHZVP118,172.2,193.42,A
B9gHZVP118,177.03,177.38,B
B9gHZVP118,195.16,197.21,D
B9gHZVP118,195.91,198.11,A
B9gHZVP118,198.77,200.0,D
B9gHZVP118,200.05,207.57,A
B9gHZVP118,201.14,201.64,C
B9gHZVP118,208.47,209.26,A
B9gHZVP118,211.06,211.42,D
B9gHZVP118,212.57,213.37,A
B9gHZVP118,216.19,221.96,A
B9gHZVP118,224.39,225.75,A
B9gHZVP118,229.02,233.67,C
B9gHZVP118,237.58,238.6,D
B9gHZVP118,238.34,240.23,B
B9gHZVP118,262.04,263.73,A
B9gHZVP118,264.11,264.54,D
B9gHZVP118,267.38,268.44,D
B9gHZVP118,269.61,272.28,A
B9gHZVP118,272.56,275.94,D
B9gHZVP118,277.59,287.74,D
B9gHZVP118,289.01,299.16,D
B9gHZVP118,300.5,342.44,D
B9gHZVP118,344.18,387.6,D
B9gHZVP118,388.54,420.54,D
B9gHZVP118,421.14,424.29,B
B9gHZVP118,423.44,430.36,D
B9gHZVP118,430.63,451.79,A
B9gHZVP118,430.8,431.08,B
B9gHZVP118,436.56,436.91,D
B9gHZVP118,452.1,452.46,D
B9gHZVP118,454.19,499.96,D
B9gHZVP118,479.05,479.33,A
B9gHZVP118,489.91,490.31,A
B9gHZVP118,501.28,503.45,D
B9gHZVP118,504.1,504.94,A
B9gHZVP118,504.96,505.51,D
B9gHZVP118,507.45,539.59,D
B9gHZVP118,536.17,536.51,A
B9gHZVP118,538.47,540.97,A
B9gHZVP118,541.41,557.43,D
B9gHZVP118,558.31,566.1,A
B9gHZVP118,559.27,559.97,D
B9gHZVP118,564.35,564.76,D
B9gHZVP118,566.62,567.57,D
B9gHZVP118,567.3,568.23,A
B9gHZVP118,568.49,588.41,D
B9gHZVP118,576.34,576.86,A
B9gHZVP118,579.36,579.58,A
B9gHZVP118,579.47,579.71,B
B9gHZVP118,584.4,584.65,A
B9gHZVP118,589.8,591.05,D
B9gHZVP118,591.37,606.01,C
B9gHZVP118,591.7,592.15,A
B9gHZVP118,593.68,594.36,D
B9gHZVP118,597.91,598.62,D
B9gHZVP118,603.86,604.11,D
B9gHZVP118,604.49,619.96,B
B9gHZVP118,620.31,642.46,D
B9gHZVP118,644.1,665.15,D
B9gHZVP118,664.42,673.27,B
B9gHZVP118,668.8,678.08,D
B9gHZVP118,669.39,670.16,A
B9gHZVP118,678.15,682.91,A
B9gHZVP118,680.07,680.9,D
B9gHZVP118,681.82,698.42,D
B9gHZVP118,687.78,689.41,A
B9gHZVP118,694.72,695.07,A
B9gHZVP118,696.84,697.25,A
B9gHZVP118,699.22,702.22,A
B9gHZVP118,701.74,713.66,D
B9gHZVP118,715.66,717.05,D
B9gHZVP118,718.94,723.15,D
B9gHZVP118,724.0,724.42,A
B9gHZVP118,726.42,728.27,D
B9gHZVP118,728.88,734.42,A
B9gHZVP118,746.21,749.69,A
B9gHZVP118,751.19,762.51,A
B9gHZVP118,763.03,764.05,C
B9gHZVP118,763.66,765.32,A
B9gHZVP118,768.49,769.44,C
B9gHZVP118,770.36,770.89,A
B9gHZVP118,772.83,775.49,B
B9gHZVP118,777.3,779.0,C
B9gHZVP118,780.64,781.57,C
B9gHZVP118,782.47,788.11,B
B9gHZVP118,786.47,788.75,A
B9gHZVP118,786.59,786.77,C
B9gHZVP118,788.61,788.78,C
B9gHZVP118,789.25,793.58,B
B9gHZVP118,790.27,790.47,C
B9gHZVP118,795.99,797.72,C
B9gHZVP118,800.94,812.18,C
B9gHZVP118,812.37,818.77,C
B9gHZVP118,820.92,829.18,C
B9gHZVP118,830.49,841.31,C
B9gHZVP118,843.85,844.38,A
B9gHZVP118,844.56,856.26,C
B9gHZVP118,854.13,855.16,A
B9gHZVP118,857.62,862.06,C
B9gHZVP118,863.99,865.32,C
B9gHZVP118,866.18,866.85,A
B9gHZVP118,866.44,867.9,C
B9gHZVP118,869.73,892.45,C
B9gHZVP118,887.13,887.54,A
B9gHZVP118,894.23,902.66,C
B9gHZVP118,904.21,907.5,C
B9gHZVP118,908.89,911.21,C
B9gHZVP118,914.44,925.31,C
B9gHZVP118,926.36,932.87,C
B9gHZVP118,933.31,933.6,A
B9gHZVP118,935.45,938.03,A
B9gHZVP118,935.51,945.87,C
B9gHZVP118,946.92,965.26,C
B9gHZVP118,951.52,952.06,A
B9gHZVP118,959.55,960.05,A
B9gHZVP118,967.25,970.24,C
B9gHZVP118,971.6,975.13,C
